,"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/1M pop,Population
1,USA,83356490,71798,1023513,305.0,80836418,38675,1496559,1655,249149,3059,1008201262,3013472,334564690
2,India,43091299,2898,52392,0.0,42544689,0,2269,698,30672,373,838628250,59693,1404902630
3,Brazil,30502501,20072,663816,51.0,29602372,17068,236313,8318,141653,3083,63776166,296176,215332283
4,France,28805690,47925,146376,114.0,27301135,137222,1358179,1511,439523,2233,269816888,4116918,65538567
5,Germany,25116363,16696,136405,222.0,22841300,1827,2138658,1446,298027,1619,122332384,1451576,84275579
6,UK,22090523,8447,175546,227.0,21396057,38508,51892,278,322299,2561,518646957,7567021,68540442
7,Russia,18206167,5093,376421,129.0,17569936,6664,25981,23,124658,2577,273400000,1871971,146049292
8,S. Korea,17395791,49038,23079,72.0,0,0,0,432,338768,449,15804065,307771,51350154
9,Italy,16633911,47039,164041,152.0,15282800,60381,1187070,371,275859,272,214930050,3564424,60298685
10,Turkey,15037242,1132,98808,7.0,14934029,1185,4405,975,174843,1149,159413862,1853553,86004468
11,Spain,11953481,0,104668,0.0,11446906,0,401907,339,255482,2237,471036328,10067458,46788010
12,Vietnam,10662446,3088,43047,3.0,9309336,42055,1310063,480,10776,435,85802635,867168,98945817
13,Argentina,9083673,0,128653,0.0,8895999,0,59021,372,197657,2799,35716069,777165,45956854
14,Netherlands,8054728,1679,22266,4.0,7898763,12318,133699,58,468177,1294,21107399,1226857,17204447
15,Japan,7952192,27062,29683,52.0,7551278,33437,371231,174,6323,236,49009025,389684,125766020
16,Iran,7223828,252,141138,7.0,6994857,2856,87833,1024,84031,1642,50914586,592266,85965722
17,Colombia,6092667,0,139797,0.0,5926476,0,26394,342,117442,2695,34465052,664346,51878141
18,Australia,6076457,46578,7367,56.0,5699816,0,369274,142,233326,283,69630203,2673682,26042818
19,Indonesia,6047491,176,156321,16.0,5884325,266,6845,2771,21689,561,95739932,343361,278831339
20,Poland,5997998,173,11607,1.0,5334779,12,547149,1125,158801,3073,36120899,956324,37770548
21,Mexico,5740080,0,32435,0.0,5039624,0,376106,4798,43678,2468,15801675,120239,131418619
22,Ukraine,5002870,0,108411,0.0,0,0,0,177,115669,2507,19521252,451341,43251694
23,Malaysia,4452835,1054,35567,3.0,4388491,4107,28777,74,134417,1074,58863643,1776911,33126954
24,Thailand,4290824,9288,28863,82.0,4153310,19119,108651,1496,61191,412,17270775,246298,70121394
25,Austria,4161004,676,182,17.0,4070732,6978,72072,83,457218,2,183522680,20165767,9100704
26,Israel,4085418,2457,10699,0.0,4052605,3798,22114,150,438068,1147,41373364,4436346,9326000
27,Belgium,4071279,0,31494,0.0,3839678,0,200107,131,348503,2696,33643042,2879858,11682186
28,Czechia,3909167,1372,40184,0.0,3856735,869,12248,32,363798,374,55239501,5140739,10745440
29,Portugal,3853800,0,2228,0.0,0,0,0,61,379978,2197,41418112,4083759,10142155
30,South Africa,3808368,617,100407,30.0,3663153,1518,44808,192,62761,1655,24554412,404648,60680863
31,Canada,3771460,10199,39481,129.0,3470114,3565,261865,468,98345,103,61084458,1592839,38349433
32,Philippines,3686375,159,60439,27.0,3621244,585,4692,289,32839,538,29637969,264018,112257415
33,Switzerland,3619035,0,13865,0.0,3489351,0,115819,69,412624,1581,20851897,2377430,8770773
34,Peru,3567863,692,212891,14.0,0,0,0,295,105512,6296,29946934,88562,33814658
35,Chile,3566183,2533,5758,36.0,3432369,3257,76234,197,18366,2965,37153233,1913405,19417334
36,Greece,3343565,8015,29284,35.0,3237163,0,77118,231,323687,2835,80206153,7764662,10329639
37,Denmark,2969194,893,6207,16.0,2948237,2169,1475,8,509328,1065,127255034,21828992,5829634
38,Romania,2896843,831,65519,7.0,2606660,0,224664,179,152447,3448,22771264,1198346,19002238
39,Sweden,2500917,0,18739,0.0,2471212,511,10966,21,244832,1834,18513445,1812408,10214832
40,Iraq,2325352,65,25212,0.0,2298571,179,1569,14,55526,602,18487755,441464,41878259
41,Serbia,2008143,589,16013,6.0,1978619,0,13511,21,231545,1846,9513479,1096933,8672795
42,Bangladesh,1952743,10,29127,0.0,1896531,252,27085,1297,11644,174,13998925,83476,167700367
43,Hungary,1903200,0,46266,0.0,1808061,0,48873,40,197934,4812,11355462,1180973,9615341
44,Slovakia,1783353,746,19943,5.0,1748107,2076,15303,50,326353,365,7104005,1300030,5464495
45,Jordan,1694216,0,14048,0.0,1678941,0,1227,124,163078,1352,16670254,1604604,10389014
46,Georgia,1655221,0,16811,0.0,1637293,0,1117,0,416396,4229,16920079,4256499,3975116
47,Pakistan,1528603,39,30372,0.0,1494141,0,409,108,6682,133,28212367,123327,228761407
48,Ireland,1520327,1031,7103,11.0,1467282,3159,45942,39,301712,141,12088609,2399008,5039003
49,Norway,1427148,350,3006,0.0,0,0,0,20,259527,547,11002430,2000793,5499035
50,Kazakhstan,1305557,6,1366,0.0,1291127,26,770,24,68037,712,11575012,603215,19188852
51,Hong Kong,1205396,313,9328,3.0,0,0,0,5,158425,1226,44972952,5910805,7608600
52,Singapore,1204184,1638,134,2.0,1142342,1811,60502,6,202903,226,23767171,4004727,5934779
53,Morocco,1165026,22,16069,0.0,1148661,66,296,293,30892,426,11237010,297958,37713387
54,Bulgaria,1158354,435,36953,6.0,986992,3578,134409,82,169042,5393,9871453,1440566,6852481
55,Croatia,1124762,1184,15856,8.0,1103572,368,5334,17,277116,3907,4799675,1182530,4058818
56,Cuba,1103488,93,8527,0.0,1094267,210,694,23,97534,754,12920253,1141977,11313930
57,Lebanon,1097118,0,10392,0.0,1081770,0,4956,186,162071,1535,4795578,708424,6769363
58,Lithuania,1058995,212,9111,3.0,1026883,900,23001,28,399226,3435,8257933,3113126,2652618
59,Tunisia,1040712,519,28566,16.0,0,0,0,29,86398,2371,4584296,38058,12045560
60,Finland,1023013,0,3939,0.0,46,0,973074,24,184111,709,10720282,1929318,5556515
61,Slovenia,1012915,1642,6602,4.0,993932,2153,12381,23,487104,3175,2648772,1273778,2079462
62,Belarus,98107,202,6958,4.0,928536,0,45576,0,103887,737,13177291,1395365,9443619
63,Nepal,978884,19,11951,0.0,966715,18,218,0,32523,397,5646021,187586,30098312
64,New Zealand,961262,8565,753,22.0,905645,9873,54864,0,192172,151,7091138,1417632,5002100
65,Bolivia,90515,53,21923,0.0,859723,360,23504,220,75649,1832,2700878,225728,11965203
66,UAE,899441,199,2302,0.0,88316,280,13979,0,88968,228,156581508,15488266,10109686
67,Uruguay,895775,0,7197,0.0,886654,0,1924,18,256242,2059,6091188,1742419,3495823
68,Ecuador,869956,0,35598,0.0,0,0,0,759,47972,1963,2470170,136213,18134638
69,Costa Rica,85729,0,8421,0.0,836721,0,12148,42,165517,1626,4291131,828486,5179483
70,Guatemala,847491,706,17636,14.0,827705,628,215,5,45752,952,4477695,241729,18523603
71,Latvia,82311,0,5777,0.0,809733,0,76,8,445419,3126,7186387,3888855,1847944
72,Azerbaijan,792585,0,9709,0.0,782804,0,72,0,76899,942,6820672,661759,10306888
73,Panama,780148,1838,8189,1.0,76402,381,7939,8,175733,1845,5897952,1328548,4439396
74,Saudi Arabia,754464,124,9094,1.0,742127,108,3243,50,21069,254,41930549,1170960,35808699
75,Sri Lanka,663469,43,16507,1.0,646134,3,828,0,30747,765,6486117,300589,21578015
76,Paraguay,649455,0,1887,0.0,624673,0,5912,2,89048,2587,2623300,359686,7293312
77,Kuwait,631409,0,2555,0.0,62809,0,764,8,143945,582,8007805,1825573,4386460
78,Myanmar,612951,27,19434,0.0,591894,15,1623,0,11129,353,7989608,145057,55079184
79,Palestine,58194,0,5353,0.0,576242,0,345,17,109409,1006,3078533,578785,5318954
80,Dominican Republic,579572,129,4376,0.0,574824,98,372,1,52462,396,3283648,297229,11047540
81,Estonia,572434,0,2548,0.0,511857,0,58029,3,430994,1918,3329716,2506992,1328172
82,Bahrain,570103,376,1476,0.0,565516,356,3111,2,314968,815,9733630,5377598,1810033
83,Venezuela,52255,0,5709,0.0,515769,0,1072,230,18472,202,3359014,118743,28288101
84,Moldova,516986,0,11489,0.0,504142,0,1355,49,128707,286,3216305,800721,4016759
85,Egypt,515645,0,24613,0.0,442182,0,4885,122,487,232,3693367,34884,105875571
86,Libya,501904,0,643,0.0,490973,0,4501,101,71265,913,2477219,35174,7042747
87,Cyprus,474267,0,102,0.0,12437,0,348877,60,387635,834,9477138,7746000,1223488
88,Ethiopia,470647,38,751,0.0,455716,5,7421,5,3916,62,4800646,39943,120187071
89,Mongolia,469885,0,2179,0.0,313256,0,15445,192,139219,646,4030048,1194033,3375157
90,Honduras,423794,19,10895,0.0,132358,0,280541,105,41574,1069,1358559,133275,10193652
91,Armenia,422877,3,8622,0.0,412026,7,2229,0,14222,29,3059332,1028898,2973407
92,Oman,389126,0,4258,0.0,384243,0,625,4,72804,797,25000000,4677399,5344851
93,Bosnia and Herzegovina,377087,0,15765,0.0,192218,0,169104,0,116264,4861,1758191,542087,3243377
94,R�union,374295,0,742,0.0,355605,0,17948,10,412656,818,1603660,1768019,907038
95,Qatar,364826,48,677,0.0,363645,72,504,3,129933,241,3452650,1229662,2807805
96,Kenya,323806,10,5649,0.0,318034,24,123,0,5788,101,3605860,64455,55944116
97,Zambia,319755,0,3976,0.0,315266,0,513,1,16543,206,3429405,17743,19328259
98,North Macedonia,309925,135,9283,1.0,300021,85,621,0,148772,4456,2025083,972094,2083217
99,Botswana,305859,0,2688,0.0,303026,0,145,1,125417,1102,2026898,831126,2438737
100,Albania,275211,20,3496,0.0,271424,85,291,2,95825,1217,1808952,629851,2872031
101,Algeria,265782,0,6875,0.0,178358,0,80549,6,5867,152,230861,5096,45303854
102,Nigeria,255766,0,3143,0.0,249914,0,2709,11,1187,15,5075820,23552,215511406
103,Zimbabwe,24805,60,5471,1.0,241899,38,680,12,16255,359,2264510,148396,15259935
104,Luxembourg,240132,797,1068,4.0,229649,32,9415,1,372492,1657,4234646,6568765,644664
105,Uzbekistan,238636,8,1637,0.0,236765,19,234,23,6945,48,1377915,40103,34359257
106,Montenegro,235484,81,2716,0.0,232117,85,651,6,374848,4323,2456137,3909726,628212
107,Mozambique,2254,13,2201,0.0,223155,12,44,13,6859,67,1314422,39999,32861508
108,China,218198,362,5128,16.0,19855,2092,1452,620,152,4,160000000,111163,1439323776
109,Laos,208111,263,745,0.0,766,0,199706,0,27862,100,1232128,164959,7469284
110,Taiwan,202418,28487,881,5.0,29697,976,17184,0,8471,37,15009750,628131,23895881
111,Kyrgyzstan,200993,0,2991,0.0,196406,1,1596,131,29902,445,1907195,283737,6721694
112,Iceland,185795,0,119,0.0,75685,0,109991,0,538057,345,2264004,6556496,345307
113,Maldives,179171,0,298,0.0,163687,0,15186,25,321088,534,2213831,3967354,558012
114,Afghanistan,178901,0,7683,0.0,161896,0,9322,1124,4413,190,944738,23306,40536624
115,Uganda,164069,0,3596,0.0,100205,0,60268,2,3391,74,2612795,53994,48390164
116,El Salvador,162089,0,4128,0.0,150662,0,7299,8,24761,631,1950448,297948,6546266
117,Ghana,161216,0,1445,0.0,159737,0,34,1,4997,45,2438498,75582,32262860
118,Namibia,15894,66,4025,0.0,153662,0,1253,0,60541,1533,1009474,384513,2625331
119,Martinique,153253,0,926,0.0,104,0,152223,8,408968,2471,828928,2212061,374731
120,Trinidad and Tobago,149532,555,3843,5.0,137013,511,8676,18,106216,273,712717,506261,1407805
121,Brunei,142166,87,218,0.0,141408,0,540,0,319355,490,717784,1612396,445166
122,Guadeloupe,14013,0,854,0.0,225,0,137026,19,350106,2134,938039,2343633,40025
123,Cambodia,136258,1,3056,0.0,133156,12,46,0,7948,178,2954445,172336,17143544
124,Jamaica,130473,85,297,1.0,83874,111,43629,0,43711,995,1008811,337973,2984886
125,Rwanda,129819,4,1459,0.0,45522,0,82838,0,9587,108,5285642,390339,13541157
126,Cameroon,11978,0,1927,0.0,117791,0,62,13,4315,69,1751774,63109,27757944
127,Angola,99194,0,19,0.0,97149,0,145,0,2855,55,1499795,4317,34741212
128,Malta,92308,158,703,1.0,87926,202,3679,4,208041,1584,1889711,4258974,443701
129,DRC,87023,0,1337,0.0,5093,0,34756,0,920,14,846704,8955,94555007
130,Senegal,8601,3,1966,0.0,84025,5,19,0,49,112,1071480,61042,17553251
131,Malawi,85795,5,2634,0.0,82069,0,1092,67,4282,131,575161,28705,20036661
132,Ivory Coast,81967,8,799,0.0,81132,9,36,0,2972,29,1503708,54529,27576446
133,French Guiana,80859,0,395,0.0,11254,0,6921,2,258433,1262,627211,2004625,312882
134,Suriname,79393,0,1328,0.0,49402,0,28663,0,133148,2227,236066,395899,596278
135,Channel Islands,74642,0,171,0.0,73655,0,816,0,422174,967,1252808,7085858,176804
136,French Polynesia,72765,19,648,0.0,0,0,0,7,256316,2283,0,0,283888
137,Barbados,71127,0,399,0.0,67374,0,3354,0,246951,1385,652229,2264519,288021
138,Eswatini,70833,93,1398,1.0,6901,10,425,11,59916,1183,1016801,860086,1182208
139,Fiji,64646,0,862,0.0,62791,0,993,0,71167,949,508091,559346,908366
140,Madagascar,64181,0,1391,0.0,5937,0,342,14,2213,48,42622,14699,28996777
141,Guyana,63518,27,1228,0.0,622,51,90,1,80046,1548,60094,757312,793517
142,Sudan,62135,18,4933,2.0,0,0,0,0,1359,108,562941,12311,45727331
143,New Caledonia,60749,0,312,0.0,60231,0,206,9,209094,1074,98964,340627,290535
144,Bhutan,59358,84,21,0.0,58856,233,481,2,75404,27,2301399,2923525,7872
145,Mauritania,58699,4,982,0.0,577,4,17,0,12044,201,805551,165281,4873830
146,Belize,57561,26,676,0.0,56654,14,231,6,140095,1645,542191,1319610,410872
147,Cabo Verde,56036,5,401,0.0,55564,2,71,23,98817,707,400982,707113,567069
148,Syria,55833,4,315,0.0,52243,20,440,0,3054,172,146269,8001,18280493
149,Gabon,47602,0,304,0.0,47285,0,13,0,205,131,1593622,686293,2322072
150,Papua New Guinea,43821,0,650,0.0,43133,0,38,7,4733,70,249149,26912,9257967
151,Seychelles,42474,0,166,0.0,41727,0,581,0,427029,1669,0,0,99464
152,Cura�ao,42241,0,274,0.0,41612,0,355,3,255504,1657,496693,3004361,165324
153,Andorra,41717,368,153,0.0,41021,332,543,14,538339,1974,249838,3224049,77492
154,Burundi,40552,0,38,0.0,773,0,39741,0,3234,3,345742,27571,12540281
155,Mauritius,37714,17,990,0.0,36009,47,715,0,29565,776,358675,281172,1275641
156,Mayotte,37363,0,187,0.0,2964,0,34212,0,131149,656,176919,62101,284889
157,Togo,36995,2,273,0.0,36702,5,20,0,4284,32,731516,84719,8634650
158,Guinea,36459,0,440,0.0,35976,0,43,8,2645,32,660107,47882,13786163
159,Aruba,34846,0,212,0.0,34516,0,118,3,323854,197,177885,1653237,107598
160,Faeroe Islands,34658,0,28,0.0,7693,0,26937,5,704374,569,778,15811723,49204
161,Tanzania,33872,0,803,0.0,0,0,0,7,539,13,0,0,62854783
162,Bahamas,33626,25,798,0.0,32384,10,444,0,84036,1994,229817,574341,40014
163,Lesotho,3291,0,697,0.0,24155,0,8058,0,15142,321,431221,198407,2173414
164,Mali,30874,14,732,0.0,29978,5,164,0,1448,34,668249,31343,21320611
165,Haiti,30703,6,835,0.0,29555,33,313,0,2634,72,132422,11359,11657604
166,Isle of Man,28416,0,87,0.0,26794,0,1535,0,330961,1013,150753,1755821,85859
167,Benin,26952,0,163,0.0,25506,0,1283,5,2121,13,60431,47562,12705635
168,Somalia,26485,0,135,0.0,13182,0,11953,0,1585,81,400466,23971,16706482
169,Congo,24079,0,385,0.0,20178,0,3516,0,4175,67,347815,60309,5767227
170,Saint Lucia,23538,56,368,0.0,22953,32,217,0,127118,1987,143281,773793,185167
171,Timor-Leste,22879,4,130,0.0,2273,0,19,0,16767,95,263136,192842,1364516
172,Cayman Islands,22828,605,27,0.0,8553,0,14248,1,340016,402,222773,3318136,67138
173,Burkina Faso,20853,0,382,0.0,20439,0,32,0,950,17,248995,11341,21954577
174,Nicaragua,18491,0,225,0.0,4225,0,14041,0,2732,33,0,0,6769185
175,Gibraltar,17837,0,102,0.0,16579,0,1156,0,529712,3029,534283,15866807,33673
176,South Sudan,1749,3,138,0.0,13514,0,3838,1,153,12,385179,33686,11434551
177,Tajikistan,17388,0,124,0.0,17264,0,0,0,1751,12,0,0,9930626
178,Liechtenstein,17225,13,84,0.0,17058,27,83,0,449399,2192,102174,2665710,38329
179,San Marino,16561,37,115,0.0,16175,23,271,4,486202,3376,152231,4469233,34062
180,Equatorial Guinea,15908,0,183,0.0,15701,0,24,5,10694,123,316462,212746,1487512
181,Solomon Islands,15677,0,141,0.0,14109,0,1427,2,21841,196,5117,7129,717782
182,Djibouti,15631,0,189,0.0,15427,0,15,0,1541,186,305941,301609,1014364
183,Grenada,14984,241,220,0.0,14229,118,535,4,132041,1939,151734,1337099,11348
184,CAR,14649,0,113,0.0,6859,0,7677,2,2939,23,81294,16312,4983839
185,Bermuda,13832,344,131,0.0,13289,308,412,0,223616,2118,885175,14310253,61856
186,Dominica,12161,0,63,0.0,12025,0,73,0,168169,871,191084,2642421,72314
187,Gambia,11995,0,365,0.0,11591,0,39,0,472,144,155686,61265,2541191
188,Greenland,11971,0,21,0.0,2761,0,9189,4,210198,369,164926,2895928,56951
189,Monaco,11869,45,54,0.0,11672,19,143,4,298569,1358,5496,1382537,39753
190,Yemen,11819,0,2149,0.0,9009,0,661,23,381,69,265253,8548,31031025
191,Tonga,10494,0,11,0.0,9255,0,1228,0,97263,102,486186,4506187,107893
192,Saint Martin,10462,0,63,0.0,1399,0,9,7,262363,158,112382,2818287,39876
193,Samoa,1021,0,20,0.0,1605,0,8585,4,50838,100,73313,365043,200834
194,Sint Maarten,10065,0,86,0.0,9913,0,66,10,229957,1965,62056,1417807,43769
195,Caribbean Netherlands,9804,3,34,0.0,9714,6,56,0,367604,1275,30126,1129584,2667
196,Eritrea,9735,1,103,0.0,9631,0,1,0,2677,28,23693,6515,3636487
197,Niger,8957,3,309,0.0,855,19,98,1,347,12,25088,9719,25813384
198,Guinea-Bissau,821,8,171,0.0,753,2,509,6,3998,83,134817,65658,2053324
199,Comoros,81,0,160,0.0,7933,0,7,0,8964,177,0,0,903584
200,Sierra Leone,7681,0,125,0.0,0,0,0,0,928,15,259958,31416,8274588
201,Antigua and Barbuda,7654,28,137,1.0,7464,21,53,1,76989,1378,18901,190118,99417
202,Vanuatu,7622,32,14,1.0,7137,114,471,3,23796,44,24976,77974,320311
203,Liberia,7434,0,294,0.0,5747,0,1393,2,1409,56,139824,26503,5275742
204,Chad,7412,0,193,0.0,4874,0,2345,0,429,11,191341,11066,17290330
205,St. Vincent Grenadines,6786,0,106,0.0,6641,0,39,0,60814,950,98944,886698,111587
206,British Virgin Islands,6355,0,62,0.0,0,0,0,1,20768,2026,103049,3367614,306
207,Turks and Caicos,5995,0,36,0.0,5918,0,41,4,151091,907,497269,12532613,39678
208,Sao Tome and Principe,5964,0,73,0.0,5884,0,7,0,26316,322,29036,128123,226626
209,Saint Kitts and Nevis,557,4,43,0.0,5519,0,8,0,103359,798,70707,1312062,5389
210,Cook Islands,5229,29,1,0.0,499,49,238,0,297204,57,16982,965215,17594
211,Palau,469,0,6,0.0,4043,0,641,1,256958,329,46722,2559829,18252
212,St. Barth,4544,0,6,0.0,0,0,0,0,457511,604,78646,7918445,9932
213,Kiribati,3089,5,13,0.0,2601,0,475,3,25152,106,0,0,122812
214,Anguilla,2788,0,9,0.0,2766,0,13,4,182832,590,51382,3369532,15249
215,Saint Pierre Miquelon,2701,0,1,0.0,2449,0,251,1,470394,174,23446,4083246,5742
216,Diamond Princess,712,0,13,0.0,699,0,0,0,0,0,0,0,0
217,Wallis and Futuna,454,0,7,0.0,438,0,9,0,41736,644,20508,1885273,10878
218,Montserrat,371,98,2,0.0,198,17,171,0,7423,400,10135,2027811,4998
219,Falkland Islands,195,67,0,0.0,0,0,0,0,53191,0,8632,2354610,3666
220,Macao,82,0,0,0.0,82,0,0,0,123,0,5375,8076,665578
221,Vatican City,29,0,0,0.0,29,0,0,0,36025,0,0,0,805
222,Marshall Islands,17,0,0,0.0,14,0,3,0,284,0,0,0,59923
223,Western Sahara,10,0,1,0.0,9,0,0,0,16,2,0,0,624278
224,MS Zaandam,9,0,2,0.0,7,0,0,0,0,0,0,0,0
225,Niue,9,0,0,0.0,8,1,1,0,5468,0,0,0,1646
226,Micronesia,7,0,0,0.0,1,0,6,0,60,0,0,0,117236
227,Nauru,5,0,0,0.0,3,0,2,0,457,0,0,0,10949
228,Saint Helena,2,0,0,0.0,2,0,0,0,327,0,0,0,611
